[' meilleur jour de ma vie', ' pire jour de ma vie']
[" tous ces pilotes ne manqueraient pas de carburant sous avertissement s'il n'y avait pas ce compteur d'avertissement merci nascar pour cette idée de génie", ' tous ces pilotes manqueraient de carburant sous avertissement s'il n'y avait pas ce compteur d'avertissement merci nascar pour cette idée de génie']
[" tous ces pilotes ne manqueraient pas de carburant sous avertissement s'il n'y avait pas ce compteur d'avertissement merci nascar pour cette idée de génie", " le compteur d'avertissement de nascar n'aide pas les pilotes"]
[" tous ces pilotes ne manqueraient pas de carburant sous avertissement s'il n'y avait pas ce compteur d'avertissement merci nascar pour cette idée de génie", ' c'était très ingénieux de la part de nascar d'avoir ce compteur d'avertissement tous ces pilotes restent à court de carburant sous avertissement']
[' je crois qu'il est temps d'enfin soulager le fardeau de mon monde secret je suis hétérosexuel ouah ça va beaucoup mieux', ' je crois qu'il est temps d'enfin soulager le fardeau de mon monde secret je suis hétérosexuel ouah ça va beaucoup plus mal']
[' je crois qu'il est temps d'enfin soulager le fardeau de mon monde secret je suis hétérosexuel ouah ça va beaucoup mieux', ' les hétérosexuels n'ont pas à cacher leur sexualité']
[' ron kulpa est l'image du professionnalisme', ' ron kulpa n'est pas une image de professionnalisme']
[' ron kulpa est l'image du professionnalisme', ' ron kulpa est l'image de l'amateurisme']
[' ron kulpa est l'image du professionnalisme', ' ron kulpa est tellement peu professionnel']
[' ron kulpa est l'image du professionnalisme', ' ron kulpa est l'image de l'amateurisme']
[' ron kulpa est l'image du professionnalisme', ' ron kulpa est l'opposé du professionnalisme']
[' ce jour ne pourrait pas aller mieux', ' ce jour pourrait aller beaucoup mieux']
[' ce jour ne pourrait pas aller mieux', ' j'ai passé une journée horrible']
[' ce jour ne pourrait pas aller mieux', ' ce jour continue d'empirer']
[' peut-être que je devrais commencer à tweeter sur les hommes-lézards et que la terre soit plate lol', ' peut-être que je devrais commencer à tweeter à propos de tout ce qui croise ma route']
[' peut-être que je devrais commencer à tweeter sur les hommes-lézards et que la terre soit plate lol',' les gens tweetent des idées niaises et des trucs']
[' peut-être que je devrais commencer à tweeter sur les hommes-lézards et que la terre soit plate lol', ' je n'ai aucune raison de tweeter sur les hommes-lézards et que la terre soit plate']
[" chris young contre andrew miller ? ça va bien aller", ' chris young contre andrew miller? ça ne va pas bien aller']
[" chris young contre andrew miller ? ça va bien aller", " chris young contre andrew miller ? ça va aller de travers"]
[" chris young contre andrew miller ? ça va bien aller", ' chris young contre andrew miller? ça va mal tourner']
[' merveilleux tim mccarver appelle les cartes commence juste à écouter le match', ' bon sang tim mccarver appelle les cartes commence juste à écouter le match']
[' j'aime être invité à faire des choses ça n'arrive jamais', ' je déteste être invité à faire des choses ça n'arrive jamais']
[' j'aime être invité à faire des choses ça n'arrive jamais', ' je ne suis jamais invité à des trucs']
[' j'aime être invité à faire des choses ça n'arrive jamais', ' je déteste être invité à faire des choses mais ça arrive toujours']
[' attends tu veux dire que roberts a trouvé quelqu'un dans la zone d'entraînement autre que hatcher ou baez ?', ' attends tu veux dire que roberts n'a trouvé personne d'autre dans la zone d'entraînement que hatcher ou baez ?']
[' attends tu veux dire que roberts a trouvé quelqu'un dans la zone d'entraînement autre que hatcher ou baez ?', ' il n'y a que hatcher ou baez dans la zone d'entraînement']
[' attends tu veux dire que roberts a trouvé quelqu'un dans la zone d'entraînement autre que hatcher ou baez ?', " je ne m'attendrais pas à ce que roberts trouve quelqu'un d'autre que hatcher ou baez dans la zone d'entraînement"]
[" au revoir pour ces ' vrais ' fans", " au revoir pour ces ' faux ' fans"]
[" au revoir pour ces ' vrais ' fans", ' heureux de mettre dehors les mauvais fans']
[" au revoir pour ces ' vrais ' fans ", ' à plus tard vous tous les faux fans']
[' juste vivre la putain de vie', ' juste vivre le putain de rêve']
[' juste vivre la putain de vie', ' je déteste ça le putain de rêve']
[' juste vivre la putain de vie', ' ce n'est que dans le rêve pas dans la vraie vie']
[' juste vivre la putain de vie', ' ma vie est un cauchemar']
[' attends jusqu'à ce que mes amis s'ennuient et n'arrêtent pas de m'appeler pour me supplier de traîner avec eux', ' attends anxieusement que mes amis s'ennuient et n'arrêtent pas de m'appeler pour me supplier de traîner avec eux']
[' attends jusqu'à ce que mes amis s'ennuient et n'arrêtent pas de m'appeler pour me supplier de traîner avec eux', ' je ne veux pas que mes amis m'appellent quand ils s'ennuient pour qu'on traîne ensemble']
[" viens juste de dépenser 60 pour 3 choses mrc kohl's", " viens juste de dépenser 60 pour 3 choses mrc kohl's"]
[" viens juste de dépenser 60 pour 3 choses mrc kohl's", ' viens juste de dépenser 60 pour 3 choses bordel kohl's']
[" viens juste de dépenser 60 pour 3 choses mrc kohl's", " pas content de dépenser 60 pour 3 choses chez kohl's"]
[' tellement content que brandon moss ait été agressif sur un lancer bas au centre de 3 2 génial de le voir obtenir une bonne balle rapide dessus', ' tellement content que brandon moss ait été agressif sur un lancer bas au centre de 3 2 génial de le voir obtenir une mauvaise balle rapide dessus']
[' tellement content que brandon moss ait été agressif sur un lancer bas au centre de 3 2 génial de le voir obtenir une bonne balle rapide dessus', ' tellement triste que brandon moss n'ait pas été agressif sur un lancer bas au centre de 3 2 triste de le voir obtenir une mauvaise balle rapide dessus']
[' tellement content que brandon moss ait été agressif sur un lancer bas au centre de 3 2 génial de le voir obtenir une bonne balle rapide dessus', ' tellement agacé que brandon moss ait été agressif sur un lancer bas au centre de 3 2 pas content de le voir obtenir une bonne balle rapide dessus']
[" c'est tellement chouette quand rien ne va", ' pas si chouette quand rien ne va']
[" c'est tellement chouette quand rien ne va", " c'est tellement agaçant quand rien ne va"]
[" c'est tellement chouette quand rien ne va", ' c'est tellement horrible quand tout va de travers']
[' excité pour ce soir', ' pas content pour ce soir']
[' excité pour ce soir', ' impassible pour ce soir']
[' excité pour ce soir', ' je ne suis pas impatient d'être à ce soir']
[' parce que tout d'un coup la relation de deniz est ce qui manquait dans kiralik ask', ' tout d'un coup la relation de deniz n'est pas ce qui manquait dans kiralik ask']
[" je me sens tellement désolé pour l'innocente famille bush qui n'a jamais fait quoi que ce soit de négatif dans ses campagnes politiques", " je me sens tellement désolé pour l'innocente famille bush qui n'a jamais fait quoi que ce soit de positif dans ses campagnes politiques"]
[" je me sens tellement désolé pour l'innocente famille bush qui n'a jamais fait quoi que ce soit de négatif dans ses campagnes politiques", " je ne me sens pas désolé pour l'indigne famille bush étant donné qu'ils ont tout fait négativement dans leurs campagnes politiques"]
[" je me sens tellement désolé pour l'innocente famille bush qui n'a jamais fait quoi que ce soit de négatif dans ses campagnes politiques", ' je ne me sens pas du tout désolé pour la famille bush étant donné qu'elle a fait tellement de choses négatives dans ses campagnes politiques']
[" il se peut que battlefield 1 soit bien mais ce n'est clairement pas l'authentique jeu de la 1gm beaucoup de gens dont moi espérions un cataclysme", " il se peut que battlefield 1 soit bien mais ce n'est clairement pas l'authentique jeu de la 1gm beaucoup de gens dont moi espérions un cataclysme"]
[" il se peut que battlefield 1 soit bien mais ce n'est clairement pas l'authentique jeu de la 1gm beaucoup de gens dont moi espérions un cataclysme", " battlefield 1 n'est pas bien ce n'est clairement pas l'authentique jeu de la 1gm beaucoup de gens dont moi espérions un cataclysme"]
[" il se peut que battlefield 1 soit bien mais ce n'est clairement pas l'authentique jeu de la 1gm beaucoup de gens dont moi espérions un cataclysme", ' pas surpris que battlefield 1 ne soit pas l'authentique jeu de la 1gm']
[" voyons ce que kinguvdawhirled a tweeté à propos des élections repérant le moment exact où les médias ont abandonné", " voyons ce que kinguvdawhirled a tweeté à propos des élections sans se focaliser sur le moment exact où les médias ont abandonné"]
[" merde dimanche c'est la fête des mères j'avais oublié est-ce que je suis la seule ? je suis une mauvaise fille peut-être que maman a raison je la traite vraiment comme de la merde", " merde dimanche c'est la fête des mères j'avais oublié est-ce que je suis la seule ? je suis une mauvaise fille peut-être que maman a raison je la traite vraiment comme de la merde"]
[" merde dimanche c'est la fête des mères j'avais oublié est-ce que je suis la seule ? je suis une mauvaise fille peut-être que maman a raison je la traite vraiment comme de la merde", " dimanche c'est la fête des mères je n'oublierai pas je suis une bonne fille je traite bien ma maman"]
[" merde dimanche c'est la fête des mères j'avais oublié est-ce que je suis la seule ? je suis une mauvaise fille peut-être que maman a raison je la traite vraiment comme de la merde", " ma mère pense stupidement que je suis une mauvaise fille parce que j'oublie la fête des mères je ne suis pas une mauvaise fille"]
[" merde dimanche c'est la fête des mères j'avais oublié est-ce que je suis la seule ? je suis une mauvaise fille peut-être que maman a raison je la traite vraiment comme de la merde", " merde dimanche c'est la fête des mères j'avais oublié est-ce que je suis la seule ? je suis une mauvaise fille peut-être que maman a raison je la traite vraiment comme de la merde"]
[' pourquoi c'est tellementtttttt facile pour moi d'être sarcastique je dois me mordre la langue pour ne pas dire de mots blessants', ' pourquoi c'est tellementtttttt facile pour moi d'être sarcastique je dois me mordre la langue pour ne pas dire de mots blessants']
[' pourquoi c'est tellementtttttt facile pour moi d'être sarcastique je dois me mordre la langue pour ne pas dire de mots blessants', ' je ne peux jamais être sarcastique envers les gens et leur dire des choses blessantes']
[' bon travail le missouri juste ce dont nous avons besoin des gens emmenant des armes à feu sur les campus universitaires chacun va se sentir plus en sécurité', ' c'est en appel pour le missouri pas ce dont nous avons besoin des gens emmenant des armes à feu sur les campus universitaires chacun va se sentir terrorisé']
[' bon travail le missouri juste ce dont nous avons besoin des gens emmenant des armes à feu sur les campus des facs chacun va se sentir plus en sécurité', ' les armes à feu ne devraient pas être autorisées sur les campus universitaires cela ne sert jamais à se sentir plus en sécurité']
